Employee ID,Age,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Environment Satisfaction,Gender,Job Involvement,Job Role,Job Satisfaction,Marital Status, Monthly Income ,Experience,Over Time,WorkLifeBalance,Performance Rating
1038,52,Yes,Travel_Rarely,Sales,2,SSC,Marketing,1,Female,Low,Manager,4,Married," $19,845 ",1,No,3,3
1039,44,No,Travel_Rarely,Sales,28,Graduate,Medical,4,Female,Very High,Sales Executive,4,Married," $13,320 ",3,Yes,3,3
1040,50,No,Non-Travel,Sales,1,Graduate,Life Sciences,4,Female,High,Sales Executive,3,Married," $6,347 ",0,No,3,3
1042,36,Yes,Travel_Rarely,Research & Development,16,Masters,Life Sciences,3,Female,Very High,Laboratory Technician,1,Single," $2,743 ",1,No,3,3
1043,39,No,Travel_Frequently,Research & Development,22,Graduate,Medical,4,Female,High,Manufacturing Director,1,Single," $10,880 ",1,Yes,3,3
1044,33,No,Non-Travel,Sales,8,SSC,Life Sciences,2,Female,Medium,Sales Representative,4,Single," $2,342 ",0,No,2,3
1045,45,No,Travel_Rarely,Sales,11,Intermediate,Life Sciences,4,Female,High,Manager,4,Married," $17,650 ",3,No,4,3
1046,32,No,Non-Travel,Research & Development,29,Masters,Medical,4,Female,High,Laboratory Technician,3,Single," $4,025 ",9,No,3,3
1047,34,No,Travel_Rarely,Sales,1,Masters,Marketing,2,Male,Very High,Sales Executive,4,Divorced," $9,725 ",0,No,2,3
1048,59,No,Travel_Rarely,Sales,1,Intermediate,Technical Degree,2,Male,High,Manager,4,Married," $11,904 ",3,Yes,1,3
1049,45,No,Travel_Rarely,Human Resources,24,Masters,Medical,2,Male,High,Human Resources,2,Single," $2,177 ",1,No,3,3
1050,53,No,Travel_Frequently,Sales,2,Graduate,Marketing,3,Female,Medium,Sales Executive,2,Married," $7,525 ",2,No,3,3
1052,36,Yes,Travel_Rarely,Research & Development,15,Graduate,Medical,1,Male,High,Laboratory Technician,3,Divorced," $4,834 ",7,No,2,3
1053,26,Yes,Travel_Frequently,Research & Development,2,Graduate,Life Sciences,1,Male,High,Research Scientist,1,Married," $2,042 ",6,Yes,3,3
1055,34,No,Travel_Rarely,Sales,10,Masters,Life Sciences,3,Female,High,Sales Representative,3,Married," $2,220 ",1,Yes,3,3
1056,28,No,Travel_Rarely,Sales,10,SSC,Medical,4,Male,High,Sales Representative,2,Married," $1,052 ",1,No,3,4
1060,38,No,Travel_Frequently,Research & Development,3,Masters,Medical,3,Male,High,Research Scientist,3,Married," $2,821 ",3,No,3,3
1061,50,No,Travel_Rarely,Research & Development,2,Masters,Medical,2,Male,High,Research Director,3,Married," $19,237 ",2,Yes,2,3
1062,37,No,Travel_Rarely,Research & Development,3,Graduate,Medical,4,Female,High,Healthcare Representative,2,Single," $4,107 ",3,No,2,3
1066,40,No,Travel_Rarely,Sales,26,Graduate,Marketing,3,Male,High,Sales Executive,1,Married," $8,396 ",1,No,2,3
1068,26,No,Travel_Frequently,Research & Development,1,SSC,Medical,1,Female,Medium,Research Scientist,3,Divorced," $2,007 ",1,No,3,3
1069,46,No,Travel_Rarely,Research & Development,1,Masters,Medical,4,Male,High,Research Director,4,Divorced," $19,627 ",9,No,3,3
1070,54,No,Travel_Rarely,Sales,2,Masters,Life Sciences,3,Female,Medium,Sales Executive,3,Married," $10,686 ",6,No,3,3
1071,56,No,Travel_Frequently,Research & Development,9,Graduate,Medical,1,Female,High,Research Scientist,3,Married," $2,942 ",2,No,3,3
1073,36,No,Travel_Rarely,Research & Development,12,Doctorate,Medical,4,Female,Medium,Manufacturing Director,4,Single," $8,858 ",0,No,2,3
1074,55,No,Non-Travel,Research & Development,2,SSC,Medical,3,Male,Medium,Manager,1,Single," $16,756 ",7,No,4,3
1076,43,No,Travel_Rarely,Sales,25,Graduate,Medical,3,Male,Medium,Sales Executive,4,Divorced," $10,798 ",5,No,3,3
1077,20,Yes,Travel_Frequently,Sales,9,Graduate,Marketing,4,Female,High,Sales Representative,4,Single," $2,323 ",1,Yes,3,3
1079,21,Yes,Travel_Rarely,Research & Development,10,Graduate,Life Sciences,3,Female,Medium,Laboratory Technician,1,Single," $1,416 ",1,No,2,3
1080,46,No,Travel_Rarely,Research & Development,8,Masters,Life Sciences,4,Female,Medium,Research Scientist,1,Divorced," $4,615 ",8,Yes,3,4
1081,51,Yes,Travel_Rarely,Research & Development,4,Masters,Life Sciences,1,Male,High,Research Scientist,3,Married," $2,461 ",9,Yes,4,3
1082,28,Yes,Non-Travel,Research & Development,24,Intermediate,Technical Degree,2,Male,Medium,Healthcare Representative,1,Single," $8,722 ",1,No,2,3
1083,26,No,Travel_Rarely,Research & Development,1,Intermediate,Medical,1,Male,Medium,Laboratory Technician,1,Married," $3,955 ",1,No,3,3
1084,30,No,Travel_Rarely,Research & Development,20,Graduate,Medical,3,Male,High,Manufacturing Director,1,Married," $9,957 ",0,No,2,3
1085,41,No,Travel_Rarely,Research & Development,7,Intermediate,Technical Degree,2,Female,Very High,Research Scientist,3,Married," $3,376 ",1,No,3,3
1088,38,No,Travel_Rarely,Research & Development,17,SSC,Life Sciences,3,Female,Medium,Healthcare Representative,3,Married," $8,823 ",0,No,2,3
1092,40,No,Travel_Rarely,Research & Development,20,Masters,Technical Degree,1,Male,High,Healthcare Representative,4,Married," $10,322 ",4,No,3,4
1094,27,No,Non-Travel,Research & Development,8,Doctorate,Life Sciences,1,Male,Low,Laboratory Technician,3,Married," $4,621 ",1,No,3,3
1096,55,No,Travel_Frequently,Research & Development,2,SSC,Life Sciences,4,Male,High,Manufacturing Director,2,Married," $10,976 ",3,No,3,3
1097,28,No,Travel_Rarely,Research & Development,10,Graduate,Medical,3,Female,High,Research Scientist,3,Single," $3,660 ",3,No,4,3
1098,44,Yes,Travel_Rarely,Human Resources,1,Intermediate,Medical,2,Male,Medium,Human Resources,1,Married," $10,482 ",9,No,3,3
1099,33,No,Travel_Rarely,Research & Development,5,Graduate,Life Sciences,4,Male,Medium,Healthcare Representative,4,Divorced," $7,119 ",4,No,3,3
1100,35,Yes,Travel_Rarely,Sales,4,Graduate,Technical Degree,4,Male,High,Sales Executive,1,Single," $9,582 ",0,Yes,3,4
1101,33,Yes,Travel_Frequently,Research & Development,29,Masters,Medical,1,Female,Medium,Research Scientist,3,Single," $4,508 ",1,No,3,4
1102,28,No,Travel_Rarely,Research & Development,15,Intermediate,Life Sciences,1,Male,High,Laboratory Technician,3,Divorced," $2,207 ",1,No,2,3
1103,34,No,Travel_Frequently,Research & Development,3,SSC,Life Sciences,1,Male,High,Healthcare Representative,4,Single," $7,756 ",0,No,2,3
1105,37,No,Travel_Rarely,Sales,10,Masters,Life Sciences,4,Female,Medium,Sales Executive,4,Divorced," $6,694 ",2,Yes,3,3
1106,25,Yes,Travel_Rarely,Research & Development,4,SSC,Technical Degree,4,Male,High,Laboratory Technician,4,Married," $3,691 ",1,Yes,4,3
1107,26,Yes,Travel_Rarely,Research & Development,21,Graduate,Medical,1,Male,High,Laboratory Technician,3,Divorced," $2,377 ",1,No,2,4
1108,33,Yes,Travel_Rarely,Research & Development,25,Graduate,Medical,1,Male,Medium,Research Scientist,2,Single," $2,313 ",4,Yes,3,4
1109,42,No,Travel_Rarely,Research & Development,2,Intermediate,Medical,4,Male,High,Manager,1,Married," $17,665 ",0,No,3,3
1111,28,Yes,Travel_Frequently,Research & Development,1,Graduate,Medical,1,Male,Medium,Laboratory Technician,2,Divorced," $2,596 ",1,No,3,3
1113,50,Yes,Travel_Frequently,Sales,1,Masters,Medical,4,Male,High,Sales Executive,3,Single," $4,728 ",3,Yes,3,3
1114,33,No,Travel_Frequently,Sales,7,Graduate,Life Sciences,4,Female,High,Sales Executive,2,Married," $4,302 ",0,No,3,3
1115,34,No,Non-Travel,Research & Development,3,Masters,Life Sciences,3,Male,Medium,Research Scientist,4,Married," $2,979 ",3,No,3,3
1116,48,No,Non-Travel,Research & Development,1,Masters,Medical,1,Male,Very High,Manager,4,Single," $16,885 ",2,No,2,4
1117,45,No,Non-Travel,Sales,9,Masters,Life Sciences,2,Female,Medium,Sales Executive,3,Married," $5,593 ",1,No,3,3
1118,52,No,Travel_Rarely,Research & Development,7,Masters,Life Sciences,2,Male,High,Healthcare Representative,2,Single," $10,445 ",7,No,3,3
1119,38,No,Travel_Rarely,Sales,10,Masters,Marketing,3,Male,Medium,Sales Executive,3,Divorced," $8,740 ",0,Yes,3,3
1120,29,No,Travel_Rarely,Research & Development,28,Masters,Life Sciences,3,Female,High,Research Scientist,4,Divorced," $2,514 ",4,No,3,4
1121,28,No,Travel_Rarely,Research & Development,3,Graduate,Medical,4,Female,High,Manufacturing Director,2,Divorced," $7,655 ",0,No,2,3
1124,46,No,Travel_Rarely,Sales,3,SSC,Marketing,1,Male,High,Manager,3,Married," $17,465 ",3,No,3,3
1125,38,No,Travel_Rarely,Sales,2,Intermediate,Marketing,4,Male,High,Sales Executive,2,Single," $7,351 ",7,No,3,3
1126,43,No,Travel_Frequently,Research & Development,27,Graduate,Life Sciences,3,Female,High,Manufacturing Director,1,Married," $10,820 ",8,No,3,3
1127,39,Yes,Travel_Frequently,Research & Development,2,Graduate,Life Sciences,1,Male,High,Healthcare Representative,4,Divorced," $12,169 ",7,No,3,3
1128,40,No,Travel_Rarely,Research & Development,14,Graduate,Medical,3,Male,Medium,Research Director,3,Single," $19,626 ",1,No,4,3
1131,21,No,Travel_Rarely,Research & Development,1,SSC,Technical Degree,4,Female,Medium,Research Scientist,2,Single," $2,070 ",1,Yes,4,3
1132,39,No,Non-Travel,Research & Development,9,Graduate,Life Sciences,3,Male,High,Laboratory Technician,2,Single," $6,782 ",9,No,2,3
1133,36,No,Non-Travel,Research & Development,18,Masters,Life Sciences,1,Male,High,Manufacturing Director,4,Single," $7,779 ",2,No,3,4
1135,31,No,Travel_Frequently,Sales,20,Graduate,Life Sciences,3,Male,Very High,Sales Representative,4,Married," $2,791 ",0,No,3,3
1136,28,No,Travel_Rarely,Research & Development,2,SSC,Life Sciences,1,Male,Medium,Research Scientist,2,Married," $3,201 ",0,No,1,3
1137,35,No,Travel_Frequently,Sales,11,Intermediate,Marketing,4,Male,High,Sales Executive,4,Divorced," $4,968 ",1,No,3,3
1138,49,No,Travel_Rarely,Sales,8,Masters,Technical Degree,4,Male,Medium,Sales Executive,2,Married," $13,120 ",6,No,3,3
1140,34,No,Travel_Frequently,Research & Development,2,Intermediate,Life Sciences,4,Male,High,Manufacturing Director,3,Single," $4,033 ",2,No,2,3
1143,29,No,Travel_Frequently,Research & Development,10,Graduate,Life Sciences,4,Female,High,Research Scientist,2,Divorced," $3,291 ",0,No,2,3
1148,42,No,Travel_Rarely,Research & Development,29,Graduate,Medical,2,Male,Low,Laboratory Technician,4,Single," $4,272 ",4,No,3,3
1150,29,No,Travel_Rarely,Research & Development,8,SSC,Medical,2,Male,Medium,Manufacturing Director,4,Married," $5,056 ",1,Yes,2,3
1152,38,No,Travel_Rarely,Human Resources,1,Graduate,Human Resources,3,Male,Very High,Human Resources,3,Married," $2,844 ",1,No,4,3
1154,28,No,Travel_Frequently,Research & Development,6,Graduate,Life Sciences,3,Male,Medium,Research Scientist,3,Divorced," $2,703 ",1,Yes,3,3
1156,18,Yes,Non-Travel,Research & Development,8,SSC,Medical,3,Male,High,Laboratory Technician,3,Single," $1,904 ",1,No,3,3
1157,33,Yes,Travel_Rarely,Sales,9,Masters,Marketing,1,Female,High,Sales Executive,1,Single," $8,224 ",0,Yes,3,3
1158,41,No,Travel_Rarely,Research & Development,12,Masters,Life Sciences,2,Male,High,Laboratory Technician,4,Married," $4,766 ",3,Yes,3,3
1160,31,Yes,Travel_Frequently,Research & Development,15,Graduate,Medical,3,Male,High,Laboratory Technician,3,Married," $2,610 ",1,No,2,3
1161,37,No,Travel_Rarely,Research & Development,25,Intermediate,Medical,3,Female,Medium,Healthcare Representative,4,Divorced," $5,731 ",7,No,3,3
1162,27,No,Travel_Rarely,Research & Development,6,Graduate,Life Sciences,4,Male,Medium,Research Scientist,3,Married," $2,539 ",1,No,3,3
1163,34,No,Travel_Rarely,Sales,9,SSC,Life Sciences,2,Female,High,Sales Executive,3,Married," $5,714 ",1,No,2,4
1164,35,No,Travel_Rarely,Human Resources,8,Masters,Technical Degree,3,Male,High,Human Resources,3,Single," $4,323 ",1,No,1,3
1165,29,Yes,Travel_Rarely,Sales,23,SSC,Life Sciences,4,Female,Medium,Sales Executive,1,Married," $7,336 ",1,No,1,3
1166,40,No,Travel_Frequently,Research & Development,9,Masters,Medical,2,Female,High,Research Director,3,Single," $13,499 ",9,No,2,3
1167,42,Yes,Travel_Frequently,Sales,12,Graduate,Life Sciences,3,Male,High,Sales Executive,1,Single," $13,758 ",0,Yes,2,3
1171,42,No,Travel_Rarely,Sales,4,Masters,Marketing,2,Male,High,Sales Executive,1,Single," $5,155 ",7,No,4,3
1172,35,No,Travel_Rarely,Research & Development,1,Masters,Medical,4,Male,Medium,Laboratory Technician,3,Married," $2,258 ",6,No,3,3
1173,24,No,Travel_Rarely,Research & Development,24,Graduate,Medical,4,Male,High,Laboratory Technician,2,Single," $3,597 ",8,No,3,4
1175,28,Yes,Travel_Rarely,Research & Development,12,SSC,Life Sciences,3,Female,High,Laboratory Technician,4,Married," $2,515 ",1,Yes,2,3
1177,26,No,Travel_Rarely,Research & Development,3,Masters,Medical,1,Male,Very High,Laboratory Technician,4,Married," $4,420 ",1,No,3,4
1179,30,No,Travel_Rarely,Sales,10,Graduate,Marketing,3,Male,Medium,Sales Executive,3,Married," $6,578 ",1,No,3,3
1180,40,No,Travel_Frequently,Research & Development,26,Intermediate,Medical,3,Female,Medium,Research Scientist,4,Married," $4,422 ",3,Yes,1,3
1182,35,No,Travel_Rarely,Research & Development,2,Graduate,Life Sciences,3,Male,Medium,Manufacturing Director,2,Divorced," $10,274 ",2,No,4,3
1184,34,No,Travel_Frequently,Research & Development,1,Graduate,Medical,4,Male,Medium,Healthcare Representative,1,Single," $5,343 ",0,No,3,4
1185,35,No,Travel_Frequently,Research & Development,4,Masters,Medical,4,Male,Medium,Laboratory Technician,4,Married," $2,376 ",1,No,4,3
1188,43,Yes,Travel_Rarely,Sales,9,Graduate,Marketing,1,Female,Low,Sales Executive,3,Single," $5,346 ",8,No,2,3
1190,32,No,Non-Travel,Sales,2,SSC,Life Sciences,3,Female,High,Sales Representative,1,Divorced," $2,827 ",1,No,3,3
1191,56,No,Travel_Rarely,Research & Development,4,Masters,Technical Degree,4,Female,High,Manager,1,Divorced," $19,943 ",4,No,3,3
1192,29,No,Travel_Rarely,Research & Development,6,SSC,Medical,2,Female,High,Laboratory Technician,4,Married," $3,131 ",1,No,3,3
1193,19,No,Travel_Rarely,Research & Development,9,Intermediate,Life Sciences,3,Male,High,Research Scientist,1,Single," $2,552 ",1,No,3,4
1195,45,No,Travel_Rarely,Research & Development,7,Graduate,Medical,1,Female,High,Research Scientist,3,Married," $4,477 ",4,Yes,2,3
1196,37,No,Travel_Rarely,Research & Development,1,Graduate,Life Sciences,4,Female,Medium,Manufacturing Director,4,Married," $6,474 ",1,No,2,3
1198,20,No,Travel_Rarely,Research & Development,3,Graduate,Life Sciences,1,Male,Medium,Laboratory Technician,3,Single," $3,033 ",1,No,2,3
1200,44,Yes,Travel_Rarely,Research & Development,10,Masters,Life Sciences,3,Male,High,Research Scientist,3,Single," $2,936 ",1,Yes,3,3
1201,53,No,Travel_Rarely,Research & Development,7,Intermediate,Medical,4,Female,High,Manager,3,Divorced," $18,606 ",3,No,3,3
1202,29,No,Travel_Rarely,Research & Development,15,SSC,Life Sciences,2,Female,Low,Research Scientist,4,Married," $2,168 ",0,Yes,2,3
1203,22,Yes,Travel_Frequently,Research & Development,3,Masters,Life Sciences,3,Male,Medium,Research Scientist,4,Married," $2,853 ",0,Yes,3,3
1204,46,No,Travel_Rarely,Sales,2,Graduate,Marketing,3,Female,High,Manager,1,Married," $17,048 ",8,No,3,4
1206,44,No,Non-Travel,Research & Development,17,Graduate,Life Sciences,4,Male,Low,Research Scientist,3,Single," $2,290 ",2,No,3,3
1207,33,No,Travel_Rarely,Human Resources,2,Graduate,Human Resources,2,Male,High,Human Resources,3,Married," $3,600 ",1,No,3,3
1210,41,Yes,Non-Travel,Research & Development,5,Intermediate,Life Sciences,1,Male,Medium,Research Scientist,1,Divorced," $2,107 ",6,No,1,3
1211,30,No,Travel_Rarely,Sales,29,Masters,Life Sciences,3,Male,High,Sales Executive,1,Divorced," $4,115 ",8,No,3,3
1212,40,No,Travel_Frequently,Sales,2,Masters,Medical,2,Male,High,Sales Executive,2,Married," $4,327 ",5,No,3,3
1215,50,No,Travel_Frequently,Research & Development,2,Graduate,Medical,4,Female,High,Manager,1,Married," $17,856 ",2,No,3,4
1216,28,No,Travel_Rarely,Research & Development,19,Masters,Medical,4,Male,Medium,Laboratory Technician,1,Married," $3,196 ",1,No,3,3
1217,46,No,Travel_Rarely,Research & Development,15,Intermediate,Life Sciences,4,Male,High,Research Director,2,Married," $19,081 ",5,No,3,3
1218,35,No,Travel_Rarely,Sales,17,Masters,Life Sciences,3,Male,High,Sales Executive,1,Married," $8,966 ",3,Yes,3,3
1219,24,Yes,Travel_Rarely,Research & Development,17,Intermediate,Life Sciences,4,Female,High,Laboratory Technician,2,Married," $2,210 ",1,No,1,3
1220,33,No,Travel_Frequently,Sales,25,Graduate,Medical,2,Female,High,Sales Executive,3,Married," $4,539 ",1,No,2,3
1221,36,No,Travel_Rarely,Research & Development,6,Masters,Life Sciences,3,Male,Low,Laboratory Technician,3,Divorced," $2,741 ",1,No,3,3
1224,30,No,Travel_Rarely,Research & Development,7,Masters,Life Sciences,3,Male,High,Laboratory Technician,3,Divorced," $3,491 ",1,No,2,3
1225,44,No,Travel_Rarely,Research & Development,29,Masters,Medical,4,Male,High,Research Scientist,4,Single," $4,541 ",1,No,3,4
1226,20,No,Travel_Rarely,Sales,21,Graduate,Marketing,3,Male,Very High,Sales Representative,4,Single," $2,678 ",1,No,3,3
1228,46,No,Travel_Rarely,Research & Development,2,Masters,Technical Degree,4,Male,High,Manufacturing Director,4,Divorced," $7,379 ",2,No,2,3
1231,42,No,Non-Travel,Human Resources,2,Doctorate,Medical,4,Male,Very High,Human Resources,1,Married," $6,272 ",7,No,4,3
1233,60,No,Travel_Rarely,Sales,7,Masters,Marketing,2,Male,Very High,Sales Executive,4,Divorced," $5,220 ",0,Yes,3,3
1234,32,No,Travel_Frequently,Research & Development,13,Graduate,Medical,3,Female,Medium,Laboratory Technician,2,Married," $2,743 ",1,No,3,4
1235,32,No,Travel_Frequently,Research & Development,2,Intermediate,Life Sciences,4,Female,High,Research Scientist,3,Single," $4,998 ",4,Yes,3,3
1237,36,No,Travel_Rarely,Research & Development,1,Graduate,Technical Degree,3,Female,Low,Manufacturing Director,1,Divorced," $10,252 ",2,Yes,3,4
1238,33,No,Travel_Rarely,Research & Development,9,Graduate,Medical,1,Male,High,Research Scientist,4,Married," $2,781 ",0,No,3,3
1239,40,No,Travel_Rarely,Sales,10,Graduate,Technical Degree,2,Female,Medium,Sales Executive,2,Divorced," $6,852 ",7,No,4,3
1240,25,No,Travel_Rarely,Sales,10,Masters,Life Sciences,3,Male,High,Sales Executive,4,Single," $4,950 ",0,No,3,3
1241,30,No,Travel_Rarely,Research & Development,1,Graduate,Medical,4,Male,High,Research Scientist,2,Married," $3,579 ",0,Yes,3,4
1242,42,No,Travel_Frequently,Research & Development,26,Doctorate,Medical,1,Female,High,Research Director,1,Married," $13,191 ",3,Yes,3,3
1243,35,No,Non-Travel,Sales,8,Intermediate,Marketing,3,Female,Medium,Sales Executive,4,Married," $10,377 ",4,Yes,2,3
1244,27,No,Travel_Rarely,Research & Development,14,Graduate,Life Sciences,1,Male,High,Research Scientist,1,Married," $2,235 ",1,Yes,2,3
1245,54,No,Travel_Frequently,Research & Development,1,Masters,Life Sciences,4,Female,High,Manufacturing Director,3,Divorced," $10,502 ",7,No,1,3
1246,44,No,Travel_Rarely,Research & Development,2,SSC,Life Sciences,1,Female,Very High,Research Scientist,4,Married," $2,011 ",1,No,3,3
1248,19,Yes,Non-Travel,Research & Development,10,Graduate,Medical,1,Female,Medium,Research Scientist,2,Single," $1,859 ",1,Yes,4,4
1249,29,No,Travel_Rarely,Research & Development,1,Graduate,Life Sciences,1,Female,High,Research Scientist,4,Divorced," $3,760 ",1,No,3,3
1250,54,No,Travel_Rarely,Research & Development,3,Graduate,Life Sciences,4,Male,High,Research Director,4,Married," $17,779 ",3,No,3,3
1251,31,No,Travel_Rarely,Research & Development,11,Intermediate,Medical,3,Male,High,Healthcare Representative,1,Married," $6,833 ",1,Yes,2,3
1252,31,No,Travel_Rarely,Research & Development,24,Graduate,Medical,3,Female,Medium,Healthcare Representative,1,Single," $6,812 ",1,No,3,3
1254,59,No,Travel_Rarely,Sales,3,Graduate,Life Sciences,3,Female,Medium,Sales Executive,4,Single," $5,171 ",5,No,3,3
1255,43,No,Travel_Rarely,Research & Development,3,Graduate,Life Sciences,3,Male,Low,Research Director,4,Married," $19,740 ",3,No,3,3
1256,49,No,Travel_Rarely,Research & Development,4,Intermediate,Medical,1,Male,Medium,Manager,3,Married," $18,711 ",2,No,4,3
1257,36,No,Travel_Frequently,Research & Development,3,Graduate,Technical Degree,3,Male,High,Research Scientist,2,Married," $3,692 ",1,No,2,3
1258,48,No,Travel_Rarely,Research & Development,2,Intermediate,Technical Degree,4,Male,Very High,Laboratory Technician,2,Single," $2,559 ",5,No,2,3
1259,27,No,Travel_Rarely,Research & Development,4,Intermediate,Life Sciences,1,Male,High,Research Scientist,3,Divorced," $2,517 ",1,No,3,3
1260,29,No,Travel_Rarely,Research & Development,7,Graduate,Life Sciences,3,Male,High,Healthcare Representative,4,Divorced," $6,623 ",1,Yes,3,3
1263,48,No,Travel_Rarely,Research & Development,1,Graduate,Life Sciences,4,Male,Medium,Research Director,4,Single," $18,265 ",6,No,4,3
1264,29,No,Travel_Rarely,Research & Development,1,Graduate,Life Sciences,4,Female,Medium,Research Director,4,Divorced," $16,124 ",3,No,2,3
1265,34,No,Travel_Rarely,Research & Development,20,Graduate,Technical Degree,3,Female,Very High,Research Scientist,3,Married," $2,585 ",0,No,2,3
1267,44,No,Travel_Rarely,Sales,5,Graduate,Marketing,2,Male,High,Manager,2,Married," $18,213 ",7,No,3,3
1268,33,No,Travel_Rarely,Sales,10,Doctorate,Marketing,4,Male,Very High,Sales Executive,3,Divorced," $8,380 ",0,Yes,3,3
1269,19,No,Travel_Rarely,Research & Development,25,Graduate,Life Sciences,2,Female,Very High,Research Scientist,4,Single," $2,994 ",1,Yes,3,3
1270,23,No,Travel_Rarely,Research & Development,1,Intermediate,Life Sciences,4,Male,High,Research Scientist,3,Married," $1,223 ",1,No,3,4
1273,25,Yes,Travel_Frequently,Sales,24,SSC,Life Sciences,3,Male,Low,Sales Representative,4,Single," $1,118 ",1,Yes,3,3
1275,26,No,Travel_Rarely,Research & Development,4,Intermediate,Life Sciences,3,Male,High,Research Scientist,4,Single," $2,875 ",1,Yes,2,4
1277,45,Yes,Travel_Rarely,Sales,2,Graduate,Marketing,1,Female,Low,Manager,2,Single," $18,824 ",2,Yes,3,3
1278,55,No,Non-Travel,Research & Development,8,SSC,Medical,4,Male,Medium,Healthcare Representative,2,Divorced," $13,577 ",1,Yes,3,3
1279,21,Yes,Travel_Frequently,Research & Development,10,Intermediate,Life Sciences,1,Female,Medium,Laboratory Technician,3,Single," $2,625 ",1,No,1,4
1280,46,No,Travel_Rarely,Sales,4,Intermediate,Marketing,4,Female,Medium,Manager,2,Married," $18,789 ",2,No,3,3
1281,34,No,Travel_Rarely,Sales,2,Graduate,Marketing,3,Female,High,Sales Executive,1,Single," $4,538 ",0,Yes,3,3
1282,51,No,Travel_Frequently,Sales,9,Graduate,Life Sciences,4,Male,High,Manager,2,Divorced," $19,847 ",4,Yes,2,4
1283,59,No,Travel_Rarely,Research & Development,18,Masters,Medical,4,Male,High,Manufacturing Director,4,Single," $10,512 ",6,No,2,3
1285,34,No,Travel_Frequently,Research & Development,19,Graduate,Medical,3,Female,High,Laboratory Technician,2,Divorced," $4,444 ",4,No,4,3
1286,28,No,Travel_Frequently,Research & Development,1,Masters,Medical,4,Male,High,Laboratory Technician,3,Single," $2,154 ",0,Yes,2,3
1288,44,No,Travel_Rarely,Research & Development,4,Intermediate,Life Sciences,3,Male,Very High,Manager,1,Divorced," $19,190 ",1,No,2,3
1289,34,No,Travel_Frequently,Human Resources,11,Graduate,Life Sciences,3,Male,Medium,Human Resources,2,Married," $4,490 ",4,No,4,3
1291,35,No,Travel_Rarely,Research & Development,6,SSC,Life Sciences,3,Male,High,Research Scientist,3,Married," $3,506 ",0,Yes,3,3
1292,42,No,Travel_Rarely,Research & Development,7,Masters,Medical,2,Female,Very High,Research Scientist,2,Married," $2,372 ",6,Yes,3,3
1293,43,No,Travel_Rarely,Sales,4,Masters,Marketing,4,Female,Medium,Sales Executive,4,Single," $10,231 ",3,No,4,3
1294,36,No,Travel_Rarely,Research & Development,2,Masters,Life Sciences,3,Female,High,Manufacturing Director,2,Single," $5,410 ",9,Yes,3,3
1295,44,Yes,Travel_Rarely,Research & Development,15,Graduate,Medical,1,Female,High,Healthcare Representative,4,Married," $7,978 ",1,No,3,3
1296,28,No,Travel_Frequently,Research & Development,2,Graduate,Life Sciences,4,Male,Medium,Laboratory Technician,4,Married," $3,867 ",1,Yes,3,3
1297,51,No,Travel_Frequently,Research & Development,6,Intermediate,Medical,2,Female,Medium,Laboratory Technician,3,Single," $2,838 ",0,No,2,3
1298,30,No,Non-Travel,Research & Development,9,Intermediate,Medical,3,Female,High,Manufacturing Director,3,Single," $4,695 ",7,Yes,3,3
1299,29,Yes,Travel_Rarely,Research & Development,7,Graduate,Technical Degree,2,Female,High,Laboratory Technician,3,Divorced," $3,339 ",3,Yes,3,3
1301,28,No,Travel_Rarely,Research & Development,1,Graduate,Technical Degree,4,Male,High,Research Scientist,1,Single," $2,080 ",2,No,2,3
1303,25,No,Travel_Rarely,Research & Development,1,Graduate,Medical,4,Female,High,Research Scientist,2,Single," $2,096 ",1,No,2,3
1304,32,No,Travel_Rarely,Sales,8,Graduate,Medical,3,Male,Very High,Sales Executive,4,Married," $6,209 ",1,No,4,3
1306,45,No,Travel_Frequently,Research & Development,25,Graduate,Medical,2,Female,High,Manager,2,Single," $18,061 ",3,No,3,4
1307,39,No,Travel_Rarely,Research & Development,13,Masters,Medical,3,Female,Medium,Manager,2,Divorced," $17,123 ",6,Yes,3,3
1308,58,No,Travel_Rarely,Research & Development,23,Masters,Life Sciences,1,Male,High,Research Scientist,3,Divorced," $2,372 ",1,No,3,3
1309,32,Yes,Travel_Rarely,Research & Development,7,Intermediate,Life Sciences,4,Male,High,Laboratory Technician,3,Married," $4,883 ",1,No,3,3
1310,39,Yes,Travel_Rarely,Research & Development,23,Graduate,Medical,3,Male,High,Research Scientist,1,Single," $3,904 ",0,No,3,3
1311,30,No,Travel_Rarely,Research & Development,6,Graduate,Technical Degree,1,Female,Medium,Laboratory Technician,4,Married," $4,627 ",0,No,3,3
1312,36,No,Travel_Rarely,Research & Development,10,Masters,Technical Degree,4,Female,High,Healthcare Representative,3,Married," $7,094 ",3,No,3,3
1314,46,No,Travel_Rarely,Human Resources,1,Intermediate,Life Sciences,4,Female,High,Human Resources,1,Single," $3,423 ",6,No,4,3
1315,28,No,Non-Travel,Research & Development,1,Graduate,Life Sciences,3,Female,Low,Laboratory Technician,4,Married," $6,674 ",0,No,3,3
1317,50,No,Travel_Rarely,Research & Development,28,Graduate,Life Sciences,4,Female,High,Research Director,1,Married," $16,880 ",4,Yes,3,3
